game_id,team_code,lineup_weighted_ops,lineup_weighted_isop
20240586,11001,6.4354482856958395,1.2126535929021345
20240587,6002,7.073535154011903,1.3074793237496007
20240587,9002,6.845309306811774,1.280992298470297
20240588,3001,6.892662310191306,1.2448313009757508
20240588,12001,6.808273898713632,1.1590694002929296
20240589,7002,6.789563797541729,1.2630262151221385
20240589,10001,6.235431818383406,1.140395684865141
20240590,1001,6.454,1.1064
20240590,2002,6.454,1.1064
20240591,5002,7.075358893194693,1.1231704072253814
20240591,11001,6.5624690445937075,1.3324566265769353
20240592,6002,7.212051350729757,1.4329106219274064
20240592,9002,6.734310520197016,1.2943154880900576
20240593,3001,6.877464828258464,1.2428542101376738
20240593,12001,7.0105802254142064,1.2981208279430991
20240594,7002,6.635210038709144,1.2412906720440198
20240594,10001,6.298283347964782,1.1915921836579115
20240595,1001,6.897704936090744,1.3025541599650619
20240595,2002,7.3365908062481795,1.3186450358234305
20240596,3001,6.454,1.1064
20240596,6002,6.454,1.1064
20240597,2002,7.267216810691855,1.2987871174170946
20240597,10001,6.476218739341554,1.2471181976362016
20240598,5002,7.068355150923855,1.1269842092642397
20240598,7002,6.754711529554401,1.2503196111953254
20240599,1001,6.946576685438122,1.3506129787430647
20240599,12001,7.016585250174329,1.2919920288638265
20240600,9002,6.890371973237342,1.289988965611513
20240600,11001,6.4900583345143215,1.3604158167528109
20240601,3001,6.9119158979683935,1.2534442304602709
20240601,6002,7.2574208820866435,1.4314393626694475
20240602,2002,7.250937391796521,1.2867660963935723
20240602,10001,6.317987166900275,1.1639120545694004
20240603,5002,7.0599349251750105,1.1252985326748512
20240603,7002,6.6636231709758595,1.2202382227680693
20240604,1001,6.990917950639394,1.3621239159130443
20240604,12001,6.969147045877773,1.2794621787049545
20240605,9002,6.454,1.1064
20240605,11001,6.454,1.1064
20240606,3001,6.940047802357355,1.2618531310701582
20240606,6002,7.004784237551765,1.340130932314746
20240607,2002,7.160220318010966,1.303321817461984
20240607,10001,6.470876418774576,1.1182505700565284
20240608,5002,7.057894557750366,1.1274299315817702
20240608,7002,6.477111486093714,1.1847763936376368
20240609,1001,6.52272303062523,1.2168569766335113
20240609,12001,6.768211540440513,1.1267828754477467
20240610,9002,6.795591866928433,1.2357837375623313
20240610,11001,6.558255490548142,1.2734392001953596
20240611,2002,7.327467675244916,1.3143491080884133
20240611,5002,6.962828092322281,1.1414567547966636
20240612,7002,6.515084769418822,1.0865720711257303
20240612,9002,6.919454019233323,1.2936194926420161
20240613,6002,6.752911818982901,1.2402820956755904
20240613,12001,6.847347522336166,1.318528786084308
20240614,3001,6.960266821271106,1.328001479638554
20240614,10001,6.220208786879843,1.0232441409332547
20240615,1001,6.985407081165895,1.3168185952441016
20240615,11001,6.636419121937444,1.361099613727139
20240616,2002,7.185826740102964,1.3166401785579505
20240616,5002,6.906568423773711,1.1489418141304948
20240617,7002,6.48700489181818,1.169343927760186
