player_id,player_name,team_code,pj_date
16251,이호민,2002,2025-06-15
16270,한승현,3001,2025-06-05
16280,박시원,5002,2025-07-01
16330,박정훈,10001,2025-06-26
16393,스톤,10001,2025-06-12
16395,박찬형,3001,2025-06-18
16396,리베라토,7002,2025-06-20
16397,가라비토,1001,2025-06-26
16398,웰스,10001,2025-06-25
12937,이정현,12001,2025-08-01
16014,손용준,5002,2025-07-29
14838,박성재,6002,2025-07-27
16279,박관우,5002,2025-07-09
16291,이선우,6002,2025-07-26
16321,홍대인,9002,2025-08-01
16327,염승원,10001,2025-08-01
16334,권혁빈,10001,2025-07-09
16335,정세영,10001,2025-07-30
16401,패트릭,12001,2025-07-17
15485,김동규,10001,2025-08-20
14778,유준규,12001,2025-08-28
16329,여동욱,10001,2025-08-05
16352,박건우,12001,2025-08-26
16344,정현창,2002,2025-08-23
16402,스티븐슨,12001,2025-08-06
16403,메르세데스,10001,2025-08-09
16404,톨허스트,5002,2025-08-12
16405,벨라스케즈,3001,2025-08-13
